R,R,R Company,R Website,R Sally Company,R Sally Website,R Stop-list Link,R Stop-list Company,R Pipe Link,R Pipe Company,ICP,Company,Website,Score,Reasoning,Notes
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Uvadmedia Limited,uvadmedia.com,,A high-ECPM ad network offering 90% revenue share with AI fraud filtering and multi-format support for publishers worldwide.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Xyzmedia ads,xyzmediaads.in,,"An ad network offering real-time tracking campaigns (CPR, CPI, CPS) with fast payments and publisher-focused reporting for mobile and social media ads.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Zigads,zigads.net,,"A global ad network for publishers offering native, display, and video ads with real-time placement and no exclusivity requirements.",Ad Network (Lookalike Reacheffect)
TRUE,TRUE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,LagoonAds,lagoonads.com,,AI-powered cross-platform ad platform targeting high-intent audiences with GDPR-compliant fraud prevention and premium brand-safe placements.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Ad Guru,ad.guru,,"A high-CPM ad network alternative to Google AdSense, offering unified reporting and 20+ SSP integration for display, video, and interstitial ads.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Grand Slam Media Inc.,grandslammedia.com,,"An RTB-based ad network offering high-quality targeting and whitelabel solutions for publishers, with 1B+ daily impressions and 100M+ conversions delivered.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdIframe,adiframe.com,,"A programmatic ad network with 100+ niche content sites, specializing in native and banner ads with invalid traffic detection and RTB traffic acquisition.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Promokrot,promokrot.com,,"An advertising network specializing in high-CTR branding ads and click-under popups, offering custom web design integration and precise geolocation targeting for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
TRUE,TRUE,3,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,Mgid,Ad Tech,MGID,mgid.com,,"A global native advertising platform with 850M+ monthly visitors, offering AI-powered contextual targeting and 100% brand-safe ads for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,IcyAds,icyads.com,,"An ad network offering pop ads, push notifications, and iOS calendar ads with global reach and high-quality traffic for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ADACTS DIGITAL,adacts.com,,"Publisher monetization platform offering banner, video, and pop ads with real-time quality scanning and transparent postback tracking for maximum revenue.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adult Adworld,adultadworld.com,,An online ad network offering guaranteed publisher revenue and targeted pop-under ads with niche/country/day/time optimization for advertisers.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,CpmStars,cpmstars.com,,High-performance ad network offering geo-targeted user acquisition with real-time optimization and fraud prevention across 100+ geos and 20B+ monthly impressions.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,TrafMag Advertising Network,trafmag.com,,"Ukrainian ad network with Adblock bypass and dynamic retargeting, offering monthly payouts in hryvnia to webmasters with 500+ daily visitors.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ClickStar.me ⭐ Global advertising network,clickstar.me,,"A push notification advertising platform with no monthly fees, offering high-quality traffic and 24/7 support for advertisers and publishers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AffiliateStation OÜ,affiliatestation.net,,"A specialized ad network targeting gambling and near-gambling audiences with CPM traffic, offering real-time stats and 24/7 support for high-quality campaigns.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adverta - digital marketing,adverta.si,,"A Slovenian digital advertising platform offering innovative formats with high CTR, 24/7 service, and revenue-sharing for publishers. Custom campaigns with low CPC.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Ad.Plus,ad.plus,,AI-powered ad platform for publishers offering premium video and display ads with Google Ad Manager integration and net 30 payments.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adport,adport.io,,"Self-service ad platform offering 360º monetization with push notifications, interstitials, and automated optimization for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Cocomob,cocomob.com,,"A mobile ad platform with AI-powered optimization and SDK support, offering banner, native, and video ads for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Artillery Marketing Group,artilleryads.com,,"A global digital advertising platform offering performance-driven campaigns with exclusive inventory, self-service tools, and dedicated support for advertisers and publishers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Advangelists,advangelists.com,,"A programmatic ad platform with AI-powered location targeting and fraud protection, offering hyper-local campaigns across 40,000+ publishers with 100% match rates.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adsteroid Advertising network,adsteroid.pro,,"A real-time bidding ad network for desktop/mobile publishers, serving 1B+ impressions monthly with push/popunder ads and 24/7 support.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,KontrustMedia,kontrustmedia.com,,"A performance-driven ad tech platform offering RTB, SSP, and DSP solutions with private data centers and AI-powered ad optimization for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Monetag,monetag.com,,AI-powered ad monetization platform offering high CPM popunder and smartlink ads with anti-adblock technology and fast weekly payouts.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Monezilla Ad Network,monezilla.com,,"RTB ad network for publishers and advertisers, specializing in automated ad monetization through real-time bidding and dynamic ad placement.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Fulchrome,fulchrome.com,,"A hypermobile ad platform with AI optimization and 1M+ geo-fencing, supporting CPA/CPC campaigns across 60+ networks and multiple ad formats.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,HProfits,hprofits.com,,"A high-traffic ad network with real-time bidding and traffic verification, offering display, native, and video ads through a transparent publisher-advertiser marketplace.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,RTB Sape (ES),sape.ru,,"An Adfox header bidding platform offering brand-safe ads and high-CPM traffic, helping publishers increase revenue by 30%+ through automated monetization and creative moderation.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,深圳市一体传媒有限公司,yiticm.com,,A mobile ad platform offering CPA/CPC/CPD ads with data-driven targeting and API integration for app developers.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,WINGS AD MEDIA,wingsadmedia.com,,"An online advertising network connecting brands with publishers for creative, ROI-driven campaigns, focusing on long-term publisher-advertiser partnerships.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Cốc Cốc Ad Platform,coccoc.com,,"Vietnamese ad platform with 30M+ browser users, offering performance ads for brand awareness and conversions through native browser integration.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,2,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,BeesAds,beesads.com,,"An adtech platform for H5 and app publishers, offering mixed bidding and smart ad refresh with 5,000+ partners and 3 billion+ monthly impressions.",Ad Network (Lookalike Reacheffect)
TRUE,TRUE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"Global Ads Media, LLC.",globaladsmedia.us,,"A high-traffic ad network connecting 15,000+ publishers with 3,000+ advertisers, offering AI-powered optimization and performance-based payments for premium monetization.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adswolf LLC,adswolf.com,,Global performance advertising platform offering pay-per-conversion campaigns with custom funnels and zero-fraud traffic across 200+ countries.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adboulevard Media Pvt Ltd,adboulevard.com,,"India-based ad network offering performance-based campaigns (CPM, CPC, CPA) with data-driven optimization and dedicated account management for advertisers and publishers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,adQuery,adquery.io,,"AI-powered advertising platform with proprietary QID tracking and QOPS fraud verification, offering eco-friendly campaigns with 60% lower CO2 emissions.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"OBMedia, LLC",obmedia.com,,"Publisher-focused ad monetization platform offering per-click traffic monetization with major ad networks and vertical-specific targeting for finance, travel, and retail ads.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adlane,adlane.info,,Self-service ad network offering browser push ads and GDPR-compliant monetization with AI optimization and referral programs for publishers.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdsJumbo.com,adsjumbo.com,,"A Windows 10 ad network offering 100% fill rate via NuGet SDK, supporting UWP, desktop, and Unity ads with AI-optimized eCPM.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Naffitive Affiliate Network,naffitive.com,,"A native advertising network with AI-powered ad synchronization and high-engagement widgets, connecting 2700+ advertisers with 600M+ users for fast payouts and reduced CPA costs.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,PunchMedia Group,punchmedia.ru,,"A premium advertising platform offering high-viewability banner formats (box, slider) with brand safety and performance targeting across desktop, mobile, and TV.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Mega Creative Studio,megacreative.network,,"A high-revenue sharing ad network offering programmatic header bidding and dedicated yield optimization for publishers, with 90% revenue sharing and 24/7 support.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,2,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,APPECTIVE MEDYA,appective.net,,A mobile performance marketing network specializing in CPA/CPI campaigns with real-time fraud prevention and local campaign management across 7 countries.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Clickwall Offerwall,clickwall.net,,"A mobile ad network offering AI-powered CPA campaigns with $30+ eCPM rates and 100% fill rates, featuring real-time fraud prevention and 24/7 publisher support.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Axeite Media,axeite.com,,"A fraudproof ad network for mobile and desktop publishers, offering real-time analytics and smart targeting to maximize ad revenue.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ClickerMob Private Limited,clickermob.com,,"A performance marketing network connecting advertisers with high-quality CPA traffic through a global publisher-advertiser platform, specializing in mobile and web ads with ROI optimization.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,SmartAds,smartads.tech,,Vietnamese native ad network with AI-powered contextual targeting and brand-safe placements on premium publishers like VnExpress and FPT Play.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adform,adform.com,,AI-powered media buying platform with Fusion ID audience unification and Big 5 validation for programmatic campaigns and brand safety.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,PubCircle,pubcircle.ai,,"AI-powered ad optimization platform for publishers, offering Google AdX integration and real-time performance analytics to boost revenue by 40%.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adxpoint,adxpoint.com,,"An ad network platform specializing in search monetization and ORTB with Bing/Yahoo/Google feeds, offering CPC/CPM pricing and arbitrage integration.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Mgine,mgine.net,,"Global ad network specializing in pop and interstitial ads, offering real-time CPM/CPC monetization with 24/7 publisher support across 200+ countries.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,BuzzCity,buzzcity.com,,"A global mobile ad network offering CPC campaigns and publisher revenue optimization, with regional market insights and urban cluster targeting for advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Boost Team doo,boost-team.com,,A co-branded event advertising platform that monetizes first-party audience data with AI-driven ad campaigns and fixed revenue sharing.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"RevenueSun, LLC",revenuesun.com,,"A performance-based ad platform connecting publishers with advertisers, optimizing eCPM and offering pay-on-performance campaigns for SMEs and brands.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Cuedart CTV,cuedart.com,,"AI-powered ad exchange platform offering native advertising, pre-bid fraud protection, and managed autopilot bidding for programmatic campaigns.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AllConverts,allconverts.com,,"A global ad network offering multi-channel monetization (web, mobile, video) with real-time tracking and 650M daily impressions across 21,000+ sites.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Dee results,bidwise-intentads.com,,"A comparison-based PPC advertising platform that targets users actively searching and comparing products, with owned network reach and strict anti-fraud measures.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Publisher Collective,publisher-collective.com,,"A games-focused ad platform with 6bn monthly impressions, offering non-intrusive placements and publisher-first monetization across 180+ entertainment sites.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,LaunchBit,launchbit.com,,"A contextual advertising platform offering targeted native ads across websites, newsletters, and podcasts, with human-supported campaigns and premium publisher inventory.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Grumft - AdTech,grumft.com,,"A programmatic ad network offering CPM guarantees and high-viewability inventory, with push notifications and 10+ years of adtech expertise for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,advertnative,advertnative.com,,"A high-traffic advertising network using smart algorithms to boost ad efficiency by 3x, with 24/7 support and automated optimization for 200% profit growth.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adtonomy,adtonomy.ai,,"AI-powered ad network for publishers, offering privacy-focused self-serve tools and personalized ad experiences with transparent data control.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Azokle Ads,azokle.com,,"A search-based advertising network offering real-time analytics and premium placements, connecting advertisers with verified publishers through keyword-targeted campaigns.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Mobfox,mobfox.com,,"A mobile ad platform with 24/7 human support and proprietary SSP/DSP, connecting publishers to 200+ demand sources for 4B+ monthly impressions.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Denakop,denakop.com,,"A Brazilian ad platform connecting publishers with 50+ demand sources via header bidding, offering automated high-impact ads with 90%+ viewability and 24/7 publisher support.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Optumads,optumads.com,,"A programmatic ad network for publishers offering AI-driven targeting, real-time reporting, and flexible payments to maximize ad revenue.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"AdZeus Media, LLC",adzeusmedia.com,,"A programmatic ad platform specializing in display, video, and mobile advertising with automated optimization tools and dedicated account management.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Imali Media,imali.media,,"A programmatic ad platform specializing in user acquisition and fraud prevention, offering global coverage with sophisticated targeting and transparent performance metrics.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"Adtalos Technology Co.,Limited",adtalos.com,,"AI-powered programmatic ad platform with real-time bidding, connecting 50+ DSPs and 1000+ ad networks across 8 billion+ active users.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdFlex,adflex.cl,,"A first-party data-driven mobile ad platform offering AI-powered fraud prevention and multi-format in-app ads (push, video, games) with guaranteed viewability and brand safety.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdExtrem,adextrem.com,,"An online advertising network specializing in anti-adblock popunder solutions and exclusive French/hentai traffic, offering daily payments and lifetime referral programs for publishers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Zoolian India Private Limited,zoolley.com,,"A self-serve ad platform offering brand-safe traffic from 100+ SSPs, with CPM/CPV options and conversion tracking for 7B+ daily impressions.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,株式会社フクロウラボ,fukurou-labo.co.jp,,"A B2B ad platform connecting advertisers with media creators through performance-driven rewards ads, specializing in app user acquisition and high-engagement campaigns.",Ad Network (Lookalike Reacheffect)
FALSE,TRUE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ADTECH,adtech.com,,"A global adtech platform offering first-party data-driven ad serving for display, video, and mobile, with integrated analytics and campaign management tools.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,CPM Inventory,cpminventory.com,,"An advertising network specializing in pay-per-call campaigns and bulk pop-under traffic, offering managed CPM/CPV solutions with country-specific targeting and real-time reporting.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,UpstreamAds,upstreamads.com,,"Low-cost food niche banner advertising in the Netherlands, offering €0.15-€1 CPM with transparent pricing and 3M+ monthly unique visitors.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Amli Media,amlimedia.com,,"A self-service ad platform offering white-label solutions for brands and publishers, with SSP/DSP integration and automated ad tracking.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,myTarget,vk.ru,,Online advertising platform helping businesses target specific audiences with personalized ads and performance tracking tools.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,primeads,primeads.ai,,"An advertising platform that tracks customers across devices to deliver targeted ads, helping businesses reach them wherever they go.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Adverticum Zrt.,adverticum.net,,"A Hungarian adtech platform serving 16 billion ads monthly, offering automated display/video ads with private DMP integration and real-time optimization.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,NextDay,nextday.media,,"Dutch ad network specializing in sports and niche audiences, operating 150+ websites with 10M+ monthly visitors and 600M+ impressions, offering full-service solutions for advertisers and publishers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdTiming,adtiming.com,,"A mobile ad tech platform with AI-powered audience segmentation and real-time cross-platform mediation, handling 1B+ devices across 140+ countries.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,2,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,PrimAds,primads.com,,"A high-CPM ad tech platform offering customizable desktop/mobile ads with sticky, 3D, and pushdown formats for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ConvertMedia,convertmedia.com,,"AI-powered native advertising platform with first-party publisher data and GenAI ad creation, delivering 679% ROAS and 100K+ monthly leads across 9,000+ sites.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,UBN,banner.kiev.ua,,"Ukrainian banner advertising network processing 50M+ daily impressions, specializing in 468x60 format for B2B businesses targeting Ukrainian audiences.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Unblocked Advertising,unblockedadvertising.com,,"An ad network that automatically displays compliant ads to adblock users, monetizing 75%+ of publisher traffic without requiring whitelisting.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Tapigy,tapigy.com,,A mobile ad platform delivering high-quality traffic for performance campaigns. Focuses on transparency and client-first service with diverse ad formats.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ForeMedia,foremedia.net,,"An ad network offering self-serve platforms for publishers and advertisers, with 5-minute setup and dedicated support for high-ecpm monetization.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,"Adversal Media, Inc.",adversal.com,,"Self-serve native advertising platform with pay-per-viewable-impression and fraud-filtered ads, offering no-contract monetization for publishers and advertisers.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Godl.de,godl.de,,"Global ad network with 100k+ affiliates and 20+ formats, offering AI-optimized ads and 6-level downline system for passive income.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AdCanny,adcanny.com,,"AI-powered ad platform connecting advertisers with premium publishers, offering real-time optimization, high eCPM, and multi-format ad support for maximum ROI.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,AppStock,app-stock.com,,"A mobile ad monetization platform specializing in video and native ads, offering automated SPPO and mediation support for AdMob, AppLovin, and IronSource.",Ad Network (Lookalike Reacheffect)
TRUE,TRUE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ADGAGE,adgage.es,,"A premium European ad network offering rich media ads with 90-95% viewability, Google-certified, and 600+ publisher partners across web/mobile.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,ALCORRE,alcore.com,,Mobile ad platform connecting publishers and advertisers with precise targeting and global audience reach for scalable engagement.,Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,LUCKY TOKEN PTE. LTD.,luckytoken.cc,,"A mobile ad platform offering AI-powered programmatic targeting and high eCPM optimization for app developers, with native, banner, and video ad support.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,Leadbolt,leadbolt.com,,"A mobile ad platform offering AI-powered targeting and self-serve CPI campaigns for app installs, with a direct deals marketplace for in-app monetization.",Ad Network (Lookalike Reacheffect)
FALSE,FALSE,1,1,Уникальный,Уникальный,#N/A,#N/A,#N/A,#N/A,Ad Tech,MobPower,mobpowertech.com,,"A global ad platform offering high-ecpm rewarded ads SDK and real-time bidding across 200+ geos, with 500w+ DAU self-developed apps and 30K+ successful campaigns.",Ad Network (Lookalike Reacheffect)
